Constraint,p_value,Measure_VAR1,Measure_VAR2,ABS-Difference,Natural_Language_Description
AlternateResponse(01_HOOFD_510_0:01_HOOFD_820),0.001,0.12944162,0.86577183,0.7363302,In variant 2 it is 73.63302% more likely than variant1 that if [01_HOOFD_510_0] occurs: [01_HOOFD_820] will occur afterwards without any other occurrence of [01_HOOFD_510_0] in between. 
AlternatePrecedence(03_GBH_005:01_BB_775),0.001,0.01904762,0.75510204,0.7360544,In variant 2 it is 73.60544% more likely than variant1 that if [01_BB_775] occurs: [03_GBH_005] occurred before it without any other occurrence of [01_BB_775] in between. 
RespondedExistence(01_HOOFD_510_2a:01_HOOFD_820),0.001,0.1311054,0.86577183,0.73466647,In variant 2 it is 73.466644% more likely than variant1 that if [01_HOOFD_510_2a] occurs: also [01_HOOFD_820] occurs. 
RespondedExistence(01_HOOFD_430:01_BB_770),0.001,0.15130024,0.8858132,0.7345129,In variant 2 it is 73.451294% more likely than variant1 that if [01_HOOFD_430] occurs: also [01_BB_770] occurs. 
RespondedExistence(01_HOOFD_490_2:01_BB_770),0.001,0.17321016,0.9075501,0.73433995,In variant 2 it is 73.434% more likely than variant1 that if [01_HOOFD_490_2] occurs: also [01_BB_770] occurs. 
RespondedExistence(01_HOOFD_510_4:01_HOOFD_820),0.001,0.13513513,0.868984,0.73384887,In variant 2 it is 73.38489% more likely than variant1 that if [01_HOOFD_510_4] occurs: also [01_HOOFD_820] occurs. 
Response(01_HOOFD_110:01_BB_770),0.001,0.10492505,0.8375,0.73257494,In variant 2 it is 73.25749% more likely than variant1 that if [01_HOOFD_110] occurs: [01_BB_770] will occur afterwards. 
RespondedExistence(01_HOOFD_490_5:01_HOOFD_814),0.001,0.1395881,0.87139106,0.73180294,In variant 2 it is 73.1803% more likely than variant1 that if [01_HOOFD_490_5] occurs: also [01_HOOFD_814] occurs. 
RespondedExistence(01_HOOFD_490_5:01_HOOFD_815),0.001,0.1395881,0.87139106,0.73180294,In variant 2 it is 73.1803% more likely than variant1 that if [01_HOOFD_490_5] occurs: also [01_HOOFD_815] occurs. 
RespondedExistence(01_HOOFD_510_4:01_HOOFD_810),0.001,0.15592515,0.88770056,0.7317754,In variant 2 it is 73.17754% more likely than variant1 that if [01_HOOFD_510_4] occurs: also [01_HOOFD_810] occurs. 
RespondedExistence(01_HOOFD_490_3a:01_HOOFD_100_0),0.001,0.73170733,0,0.73170733,In variant 1 it is 73.17073% more likely than variant2 that if [01_HOOFD_490_3a] occurs: also [01_HOOFD_100_0] occurs. 
RespondedExistence(03_GBH_005:01_HOOFD_810),0.001,0.07692308,0.80751175,0.7305887,In variant 2 it is 73.05887% more likely than variant1 that if [03_GBH_005] occurs: also [01_HOOFD_810] occurs. 
RespondedExistence(01_HOOFD_510_3:01_HOOFD_820),0.001,0.13793103,0.86787564,0.7299446,In variant 2 it is 72.99446% more likely than variant1 that if [01_HOOFD_510_3] occurs: also [01_HOOFD_820] occurs. 
RespondedExistence(01_HOOFD_515:01_HOOFD_820),0.001,0.13793103,0.86787564,0.7299446,In variant 2 it is 72.99446% more likely than variant1 that if [01_HOOFD_515] occurs: also [01_HOOFD_820] occurs. 
RespondedExistence(01_HOOFD_494a:01_HOOFD_820),0.001,0.12885155,0.85714287,0.72829133,In variant 2 it is 72.82913% more likely than variant1 that if [01_HOOFD_494a] occurs: also [01_HOOFD_820] occurs. 
RespondedExistence(01_HOOFD_510_3:01_HOOFD_810),0.001,0.15821502,0.88601035,0.72779536,In variant 2 it is 72.77953% more likely than variant1 that if [01_HOOFD_510_3] occurs: also [01_HOOFD_810] occurs. 
RespondedExistence(01_HOOFD_515:01_HOOFD_810),0.001,0.15821502,0.88601035,0.72779536,In variant 2 it is 72.77953% more likely than variant1 that if [01_HOOFD_515] occurs: also [01_HOOFD_810] occurs. 
RespondedExistence(01_HOOFD_490_1:01_BB_770),0.001,0.17046688,0.8965015,0.7260346,In variant 2 it is 72.603455% more likely than variant1 that if [01_HOOFD_490_1] occurs: also [01_BB_770] occurs. 
Response(01_HOOFD_491:01_HOOFD_820),0.001,0.11413044,0.8390558,0.72492534,In variant 2 it is 72.49253% more likely than variant1 that if [01_HOOFD_491] occurs: [01_HOOFD_820] will occur afterwards. 
RespondedExistence(08_AWB45_070_1a:01_HOOFD_100_0),0.001,0.7241379,0,0.7241379,In variant 1 it is 72.41379% more likely than variant2 that if [08_AWB45_070_1a] occurs: also [01_HOOFD_100_0] occurs. 
RespondedExistence(11_AH_II_010:01_HOOFD_810),0.001,0.1443769,0.86732674,0.72294986,In variant 2 it is 72.29498% more likely than variant1 that if [11_AH_II_010] occurs: also [01_HOOFD_810] occurs. 
Response(01_HOOFD_065_2:01_BB_770),0.001,0.10752688,0.8282609,0.720734,In variant 2 it is 72.0734% more likely than variant1 that if [01_HOOFD_065_2] occurs: [01_BB_770] will occur afterwards. 
RespondedExistence(01_HOOFD_490_5a:01_HOOFD_810),0.001,0.15211268,0.8716216,0.71950895,In variant 2 it is 71.9509% more likely than variant1 that if [01_HOOFD_490_5a] occurs: also [01_HOOFD_810] occurs. 
RespondedExistence(01_HOOFD_490_5a:01_HOOFD_815),0.001,0.15211268,0.8716216,0.71950895,In variant 2 it is 71.9509% more likely than variant1 that if [01_HOOFD_490_5a] occurs: also [01_HOOFD_815] occurs. 
RespondedExistence(01_HOOFD_490_5a:01_HOOFD_814),0.001,0.15211268,0.8716216,0.71950895,In variant 2 it is 71.9509% more likely than variant1 that if [01_HOOFD_490_5a] occurs: also [01_HOOFD_814] occurs. 
RespondedExistence(01_HOOFD_065_1:01_BB_770),0.001,0.10769231,0.82646424,0.71877193,In variant 2 it is 71.8772% more likely than variant1 that if [01_HOOFD_065_1] occurs: also [01_BB_770] occurs. 
RespondedExistence(01_HOOFD_490_1a:01_HOOFD_820),0.001,0.13098237,0.84918034,0.71819794,In variant 2 it is 71.81979% more likely than variant1 that if [01_HOOFD_490_1a] occurs: also [01_HOOFD_820] occurs. 
RespondedExistence(01_HOOFD_495:01_BB_770),0.001,0.1759134,0.893578,0.7176646,In variant 2 it is 71.76646% more likely than variant1 that if [01_HOOFD_495] occurs: also [01_BB_770] occurs. 
RespondedExistence(01_HOOFD_491:01_BB_770),0.001,0.16666667,0.88412017,0.7174535,In variant 2 it is 71.745346% more likely than variant1 that if [01_HOOFD_491] occurs: also [01_BB_770] occurs. 
RespondedExistence(01_HOOFD_510_4:01_HOOFD_814),0.001,0.15592515,0.8716577,0.7157326,In variant 2 it is 71.57326% more likely than variant1 that if [01_HOOFD_510_4] occurs: also [01_HOOFD_814] occurs. 
RespondedExistence(01_HOOFD_510_4:01_HOOFD_815),0.001,0.15592515,0.8716577,0.7157326,In variant 2 it is 71.57326% more likely than variant1 that if [01_HOOFD_510_4] occurs: also [01_HOOFD_815] occurs. 
RespondedExistence(01_HOOFD_510_0:01_HOOFD_810),0.001,0.15482233,0.8691275,0.71430516,In variant 2 it is 71.43052% more likely than variant1 that if [01_HOOFD_510_0] occurs: also [01_HOOFD_810] occurs. 
AlternateResponse(01_HOOFD_510_0:01_HOOFD_814),0.001,0.15482233,0.8691275,0.71430516,In variant 2 it is 71.43052% more likely than variant1 that if [01_HOOFD_510_0] occurs: [01_HOOFD_814] will occur afterwards without any other occurrence of [01_HOOFD_510_0] in between. 
AlternateResponse(01_HOOFD_510_0:01_HOOFD_815),0.001,0.15482233,0.8691275,0.71430516,In variant 2 it is 71.43052% more likely than variant1 that if [01_HOOFD_510_0] occurs: [01_HOOFD_815] will occur afterwards without any other occurrence of [01_HOOFD_510_0] in between. 
RespondedExistence(01_HOOFD_490_4:01_HOOFD_810),0.001,0.15063521,0.864486,0.71385074,In variant 2 it is 71.38507% more likely than variant1 that if [01_HOOFD_490_4] occurs: also [01_HOOFD_810] occurs. 
RespondedExistence(01_HOOFD_250_2:01_HOOFD_810),0.001,0.15192744,0.86552566,0.71359825,In variant 2 it is 71.359825% more likely than variant1 that if [01_HOOFD_250_2] occurs: also [01_HOOFD_810] occurs. 
AlternateResponse(13_CRD_010:01_HOOFD_820),0.001,0.136,0.84931505,0.713315,In variant 2 it is 71.3315% more likely than variant1 that if [13_CRD_010] occurs: [01_HOOFD_820] will occur afterwards without any other occurrence of [13_CRD_010] in between. 
RespondedExistence(01_HOOFD_330:01_BB_770),0.001,0.17282479,0.8855326,0.7127078,In variant 2 it is 71.27078% more likely than variant1 that if [01_HOOFD_330] occurs: also [01_BB_770] occurs. 
RespondedExistence(01_HOOFD_510_2a:01_HOOFD_810),0.001,0.15681234,0.8691275,0.7123152,In variant 2 it is 71.23152% more likely than variant1 that if [01_HOOFD_510_2a] occurs: also [01_HOOFD_810] occurs. 
RespondedExistence(01_HOOFD_510_2a:01_HOOFD_814),0.001,0.15681234,0.8691275,0.7123152,In variant 2 it is 71.23152% more likely than variant1 that if [01_HOOFD_510_2a] occurs: also [01_HOOFD_814] occurs. 
RespondedExistence(01_HOOFD_510_2a:01_HOOFD_815),0.001,0.15681234,0.8691275,0.7123152,In variant 2 it is 71.23152% more likely than variant1 that if [01_HOOFD_510_2a] occurs: also [01_HOOFD_815] occurs. 
RespondedExistence(01_HOOFD_510_3:01_HOOFD_814),0.001,0.15821502,0.8704663,0.7122513,In variant 2 it is 71.22513% more likely than variant1 that if [01_HOOFD_510_3] occurs: also [01_HOOFD_814] occurs. 
RespondedExistence(01_HOOFD_510_3:01_HOOFD_815),0.001,0.15821502,0.8704663,0.7122513,In variant 2 it is 71.22513% more likely than variant1 that if [01_HOOFD_510_3] occurs: also [01_HOOFD_815] occurs. 
RespondedExistence(01_HOOFD_515:01_HOOFD_815),0.001,0.15821502,0.8704663,0.7122513,In variant 2 it is 71.22513% more likely than variant1 that if [01_HOOFD_515] occurs: also [01_HOOFD_815] occurs. 
RespondedExistence(01_HOOFD_515:01_HOOFD_814),0.001,0.15821502,0.8704663,0.7122513,In variant 2 it is 71.22513% more likely than variant1 that if [01_HOOFD_515] occurs: also [01_HOOFD_814] occurs. 
RespondedExistence(09_AH_I_010:01_BB_770),0.001,0.16899893,0.88108885,0.7120899,In variant 2 it is 71.20899% more likely than variant1 that if [09_AH_I_010] occurs: also [01_BB_770] occurs. 
RespondedExistence(01_HOOFD_375:01_BB_770),0.001,0.16899893,0.88108885,0.7120899,In variant 2 it is 71.20899% more likely than variant1 that if [01_HOOFD_375] occurs: also [01_BB_770] occurs. 
RespondedExistence(01_HOOFD_380:01_BB_770),0.001,0.16936354,0.88108885,0.7117253,In variant 2 it is 71.17253% more likely than variant1 that if [01_HOOFD_380] occurs: also [01_BB_770] occurs. 
RespondedExistence(01_HOOFD_250_1:01_HOOFD_810),0.001,0.15419501,0.86552566,0.71133065,In variant 2 it is 71.133064% more likely than variant1 that if [01_HOOFD_250_1] occurs: also [01_HOOFD_810] occurs. 
AlternateResponse(01_HOOFD_110_1:01_HOOFD_810),0.001,0.13450292,0.8455882,0.7110853,In variant 2 it is 71.108536% more likely than variant1 that if [01_HOOFD_110_1] occurs: [01_HOOFD_810] will occur afterwards without any other occurrence of [01_HOOFD_110_1] in between. 
RespondedExistence(01_HOOFD_250_2:01_HOOFD_820),0.001,0.13378684,0.84352076,0.7097339,In variant 2 it is 70.97339% more likely than variant1 that if [01_HOOFD_250_2] occurs: also [01_HOOFD_820] occurs. 
RespondedExistence(01_HOOFD_250_1:01_HOOFD_820),0.001,0.13378684,0.84352076,0.7097339,In variant 2 it is 70.97339% more likely than variant1 that if [01_HOOFD_250_1] occurs: also [01_HOOFD_820] occurs. 
RespondedExistence(01_HOOFD_490_4:01_HOOFD_820),0.001,0.13430128,0.84345794,0.70915663,In variant 2 it is 70.915665% more likely than variant1 that if [01_HOOFD_490_4] occurs: also [01_HOOFD_820] occurs. 
AlternateResponse(01_HOOFD_110_2:01_HOOFD_810),0.001,0.1356784,0.8428571,0.7071787,In variant 2 it is 70.71787% more likely than variant1 that if [01_HOOFD_110_2] occurs: [01_HOOFD_810] will occur afterwards without any other occurrence of [01_HOOFD_110_2] in between. 
RespondedExistence(01_HOOFD_494a:01_HOOFD_810),0.001,0.15406163,0.8604651,0.7064035,In variant 2 it is 70.64035% more likely than variant1 that if [01_HOOFD_494a] occurs: also [01_HOOFD_810] occurs. 
RespondedExistence(01_HOOFD_494a:01_HOOFD_814),0.001,0.15406163,0.8604651,0.7064035,In variant 2 it is 70.64035% more likely than variant1 that if [01_HOOFD_494a] occurs: also [01_HOOFD_814] occurs. 
RespondedExistence(01_HOOFD_494a:01_HOOFD_815),0.001,0.15406163,0.8604651,0.7064035,In variant 2 it is 70.64035% more likely than variant1 that if [01_HOOFD_494a] occurs: also [01_HOOFD_815] occurs. 
RespondedExistence(01_HOOFD_196:01_HOOFD_810),0.001,0.124610595,0.8305085,0.70589787,In variant 2 it is 70.58979% more likely than variant1 that if [01_HOOFD_196] occurs: also [01_HOOFD_810] occurs. 
RespondedExistence(01_HOOFD_493:01_BB_775),0.001,0.04477612,0.75,0.70522386,In variant 2 it is 70.522385% more likely than variant1 that if [01_HOOFD_493] occurs: also [01_BB_775] occurs. 
RespondedExistence(01_HOOFD_492_0:01_BB_775),0.001,0.04477612,0.75,0.70522386,In variant 2 it is 70.522385% more likely than variant1 that if [01_HOOFD_492_0] occurs: also [01_BB_775] occurs. 
RespondedExistence(01_HOOFD_490_5:01_BB_770),0.001,0.18764302,0.8897638,0.7021208,In variant 2 it is 70.21208% more likely than variant1 that if [01_HOOFD_490_5] occurs: also [01_BB_770] occurs. 
RespondedExistence(01_HOOFD_490_5:01_BB_775),0.001,0.18764302,0.8897638,0.7021208,In variant 2 it is 70.21208% more likely than variant1 that if [01_HOOFD_490_5] occurs: also [01_BB_775] occurs. 
Response(01_HOOFD_260:01_BB_540),0.001,0.11340206,0.8148148,0.70141274,In variant 2 it is 70.14127% more likely than variant1 that if [01_HOOFD_260] occurs: [01_BB_540] will occur afterwards. 
RespondedExistence(01_HOOFD_200:01_BB_770),0.001,0.16666667,0.8658192,0.6991525,In variant 2 it is 69.91525% more likely than variant1 that if [01_HOOFD_200] occurs: also [01_BB_770] occurs. 
Response(01_HOOFD_250:01_BB_540),0.001,0.11282051,0.8118081,0.6989876,In variant 2 it is 69.89876% more likely than variant1 that if [01_HOOFD_250] occurs: [01_BB_540] will occur afterwards. 
AlternateResponse(05_EIND_010:01_BB_770),0.001,0.100616015,0.7981132,0.6974972,In variant 2 it is 69.74972% more likely than variant1 that if [05_EIND_010] occurs: [01_BB_770] will occur afterwards without any other occurrence of [05_EIND_010] in between. 
RespondedExistence(01_HOOFD_490_1a:01_HOOFD_810),0.001,0.15617129,0.852459,0.69628775,In variant 2 it is 69.62878% more likely than variant1 that if [01_HOOFD_490_1a] occurs: also [01_HOOFD_810] occurs. 
RespondedExistence(01_HOOFD_490_1a:01_HOOFD_815),0.001,0.15617129,0.852459,0.69628775,In variant 2 it is 69.62878% more likely than variant1 that if [01_HOOFD_490_1a] occurs: also [01_HOOFD_815] occurs. 
RespondedExistence(01_HOOFD_490_1a:01_HOOFD_814),0.001,0.15617129,0.852459,0.69628775,In variant 2 it is 69.62878% more likely than variant1 that if [01_HOOFD_490_1a] occurs: also [01_HOOFD_814] occurs. 
RespondedExistence(01_HOOFD_500:01_BB_770),0.001,0.20535715,0.8992974,0.6939403,In variant 2 it is 69.39403% more likely than variant1 that if [01_HOOFD_500] occurs: also [01_BB_770] occurs. 
RespondedExistence(01_HOOFD_495:01_HOOFD_820),0.001,0.11096076,0.80366975,0.69270897,In variant 2 it is 69.2709% more likely than variant1 that if [01_HOOFD_495] occurs: also [01_HOOFD_820] occurs. 
RespondedExistence(01_HOOFD_195:01_HOOFD_810),0.001,0.1278481,0.820132,0.6922839,In variant 2 it is 69.22839% more likely than variant1 that if [01_HOOFD_195] occurs: also [01_HOOFD_810] occurs. 
AlternateResponse(13_CRD_010:01_HOOFD_815),0.001,0.16266666,0.85273975,0.6900731,In variant 2 it is 69.00731% more likely than variant1 that if [13_CRD_010] occurs: [01_HOOFD_815] will occur afterwards without any other occurrence of [13_CRD_010] in between. 
AlternateResponse(13_CRD_010:01_HOOFD_814),0.001,0.16266666,0.85273975,0.6900731,In variant 2 it is 69.00731% more likely than variant1 that if [13_CRD_010] occurs: [01_HOOFD_814] will occur afterwards without any other occurrence of [13_CRD_010] in between. 
RespondedExistence(13_CRD_010:01_HOOFD_810),0.001,0.16266666,0.85273975,0.6900731,In variant 2 it is 69.00731% more likely than variant1 that if [13_CRD_010] occurs: also [01_HOOFD_810] occurs. 
RespondedExistence(01_HOOFD_110_1:01_HOOFD_820),0.001,0.13450292,0.8235294,0.6890265,In variant 2 it is 68.90265% more likely than variant1 that if [01_HOOFD_110_1] occurs: also [01_HOOFD_820] occurs. 
AlternateResponse(03_GBH_005:01_HOOFD_820),0.001,0.06508876,0.75352114,0.6884324,In variant 2 it is 68.84324% more likely than variant1 that if [03_GBH_005] occurs: [01_HOOFD_820] will occur afterwards without any other occurrence of [03_GBH_005] in between. 
AlternateResponse(01_HOOFD_110_1:01_BB_770),0.001,0.116959065,0.80514705,0.68818796,In variant 2 it is 68.818794% more likely than variant1 that if [01_HOOFD_110_1] occurs: [01_BB_770] will occur afterwards without any other occurrence of [01_HOOFD_110_1] in between. 
AlternateResponse(01_HOOFD_196:01_HOOFD_820),0.001,0.10903427,0.7966102,0.68757594,In variant 2 it is 68.75759% more likely than variant1 that if [01_HOOFD_196] occurs: [01_HOOFD_820] will occur afterwards without any other occurrence of [01_HOOFD_196] in between. 
RespondedExistence(03_GBH_005:01_HOOFD_011),0.001,0.10650887,0.7934272,0.6869184,In variant 2 it is 68.69184% more likely than variant1 that if [03_GBH_005] occurs: also [01_HOOFD_011] occurs. 
RespondedExistence(03_GBH_005:01_BB_770),0.001,0.112426035,0.79812205,0.685696,In variant 2 it is 68.5696% more likely than variant1 that if [03_GBH_005] occurs: also [01_BB_770] occurs. 
RespondedExistence(01_HOOFD_195:01_BB_770),0.001,0.17088607,0.85643566,0.6855496,In variant 2 it is 68.55496% more likely than variant1 that if [01_HOOFD_195] occurs: also [01_BB_770] occurs. 
RespondedExistence(01_HOOFD_490_5:03_GBH_005),0.001,0.011441648,0.69553804,0.6840964,In variant 2 it is 68.40964% more likely than variant1 that if [01_HOOFD_490_5] occurs: also [03_GBH_005] occurs. 
AlternateResponse(01_HOOFD_110_2:01_HOOFD_820),0.001,0.13065326,0.8142857,0.68363243,In variant 2 it is 68.36324% more likely than variant1 that if [01_HOOFD_110_2] occurs: [01_HOOFD_820] will occur afterwards without any other occurrence of [01_HOOFD_110_2] in between. 
RespondedExistence(01_HOOFD_101:01_BB_770),0.001,0.12811388,0.8103448,0.68223095,In variant 2 it is 68.2231% more likely than variant1 that if [01_HOOFD_101] occurs: also [01_BB_770] occurs. 
RespondedExistence(01_HOOFD_510_4:01_BB_770),0.001,0.2099792,0.8903743,0.6803951,In variant 2 it is 68.03951% more likely than variant1 that if [01_HOOFD_510_4] occurs: also [01_BB_770] occurs. 
RespondedExistence(01_HOOFD_510_4:01_BB_775),0.001,0.2099792,0.8903743,0.6803951,In variant 2 it is 68.03951% more likely than variant1 that if [01_HOOFD_510_4] occurs: also [01_BB_775] occurs. 
Precedence(03_GBH_005:01_HOOFD_250_1),0.001,0.034013607,0.71393645,0.6799228,In variant 2 it is 67.99228% more likely than variant1 that if [01_HOOFD_250_1] occurs: [03_GBH_005] occurred before it. 
Precedence(03_GBH_005:01_HOOFD_250_2),0.001,0.034013607,0.71393645,0.6799228,In variant 2 it is 67.99228% more likely than variant1 that if [01_HOOFD_250_2] occurs: [03_GBH_005] occurred before it. 
AlternateResponse(01_HOOFD_110_2:01_BB_770),0.001,0.12060302,0.8,0.679397,In variant 2 it is 67.9397% more likely than variant1 that if [01_HOOFD_110_2] occurs: [01_BB_770] will occur afterwards without any other occurrence of [01_HOOFD_110_2] in between. 
AlternatePrecedence(03_GBH_005:01_HOOFD_515),0.001,0.020283977,0.69948184,0.67919785,In variant 2 it is 67.919785% more likely than variant1 that if [01_HOOFD_515] occurs: [03_GBH_005] occurred before it without any other occurrence of [01_HOOFD_515] in between. 
AlternatePrecedence(03_GBH_005:01_HOOFD_510_3),0.001,0.020283977,0.69948184,0.67919785,In variant 2 it is 67.919785% more likely than variant1 that if [01_HOOFD_510_3] occurs: [03_GBH_005] occurred before it without any other occurrence of [01_HOOFD_510_3] in between. 
RespondedExistence(11_AH_II_010:01_BB_770),0.001,0.18237083,0.8613861,0.6790153,In variant 2 it is 67.90153% more likely than variant1 that if [11_AH_II_010] occurs: also [01_BB_770] occurs. 
Response(01_HOOFD_130:01_BB_770),0.001,0.12888889,0.80658436,0.67769545,In variant 2 it is 67.76955% more likely than variant1 that if [01_HOOFD_130] occurs: [01_BB_770] will occur afterwards. 
RespondedExistence(01_HOOFD_530:01_BB_540),0.001,0.115,0.7907801,0.6757801,In variant 2 it is 67.57801% more likely than variant1 that if [01_HOOFD_530] occurs: also [01_BB_540] occurs. 
RespondedExistence(01_HOOFD_510_3:01_BB_770),0.001,0.21298175,0.88860106,0.6756193,In variant 2 it is 67.56193% more likely than variant1 that if [01_HOOFD_510_3] occurs: also [01_BB_770] occurs. 
